keyword,target_page,page_type,state_slug,state_name,game_family_slug,game_name,session_slug,primary_intent,backlink_intent,page_importance_score,intent_match_score,competition_tier,competition_score,ranking_opportunity_score,backlink_value_score,priority_score,opportunity_tier,backlink_priority_tier,monthly_searches,difficulty,cpc,metrics_source,gsc_clicks,gsc_impressions,gsc_ctr,gsc_position,ranking_signal,needs_data_fields
lotto texas winning numbers,/states/tx/lotto-texas,game_family,tx,Texas,lotto-texas,Lotto Texas,,informational,commercial/backlink target,88,92,MEDIUM,62,50,73,75.05,HIGH,Tier 2,needs data,needs data,needs data,needs data,needs data,needs data,needs data,needs data,needs Search Console data,monthly_searches|difficulty|cpc|search_console
maryland mega millions past results,/states/md/mega-millions,game_family,md,Maryland,mega-millions,Mega Millions,,historical,commercial/backlink target,88,92,MEDIUM,62,50,73,75.05,HIGH,Tier 2,needs data,needs data,needs data,needs data,needs data,needs data,needs data,needs data,needs Search Console data,monthly_searches|difficulty|cpc|search_console
maryland mega millions results,/states/md/mega-millions,game_family,md,Maryland,mega-millions,Mega Millions,,informational,commercial/backlink target,88,92,MEDIUM,62,50,73,75.05,HIGH,Tier 2,needs data,needs data,needs data,needs data,needs data,needs data,needs data,needs data,needs Search Console data,monthly_searches|difficulty|cpc|search_console
maryland mega millions winning numbers,/states/md/mega-millions,game_family,md,Maryland,mega-millions,Mega Millions,,informational,commercial/backlink target,88,92,MEDIUM,62,50,73,75.05,HIGH,Tier 2,needs data,needs data,needs data,needs data,needs data,needs data,needs data,needs data,needs Search Console data,monthly_searches|difficulty|cpc|search_console
maryland powerball double play past results,/states/md/powerball-double-play,game_family,md,Maryland,powerball-double-play,Powerball Double Play,,historical,commercial/backlink target,88,92,MEDIUM,62,50,73,75.05,HIGH,Tier 2,needs data,needs data,needs data,needs data,needs data,needs data,needs data,needs data,needs Search Console data,monthly_searches|difficulty|cpc|search_console
maryland powerball double play results,/states/md/powerball-double-play,game_family,md,Maryland,powerball-double-play,Powerball Double Play,,informational,commercial/backlink target,88,92,MEDIUM,62,50,73,75.05,HIGH,Tier 2,needs data,needs data,needs data,needs data,needs data,needs data,needs data,needs data,needs Search Console data,monthly_searches|difficulty|cpc|search_console
maryland powerball double play winning numbers,/states/md/powerball-double-play,game_family,md,Maryland,powerball-double-play,Powerball Double Play,,informational,commercial/backlink target,88,92,MEDIUM,62,50,73,75.05,HIGH,Tier 2,needs data,needs data,needs data,needs data,needs data,needs data,needs data,needs data,needs Search Console data,monthly_searches|difficulty|cpc|search_console
maryland powerball past results,/states/md/powerball,game_family,md,Maryland,powerball,Powerball,,historical,commercial/backlink target,88,92,MEDIUM,62,50,73,75.05,HIGH,Tier 2,needs data,needs data,needs data,needs data,needs data,needs data,needs data,needs data,needs Search Console data,monthly_searches|difficulty|cpc|search_console
maryland powerball results,/states/md/powerball,game_family,md,Maryland,powerball,Powerball,,informational,commercial/backlink target,88,92,MEDIUM,62,50,73,75.05,HIGH,Tier 2,needs data,needs data,needs data,needs data,needs data,needs data,needs data,needs data,needs Search Console data,monthly_searches|difficulty|cpc|search_console
maryland powerball winning numbers,/states/md/powerball,game_family,md,Maryland,powerball,Powerball,,informational,commercial/backlink target,88,92,MEDIUM,62,50,73,75.05,HIGH,Tier 2,needs data,needs data,needs data,needs data,needs data,needs data,needs data,needs data,needs Search Console data,monthly_searches|difficulty|cpc|search_console
massachusetts mega millions past results,/states/ma/mega-millions,game_family,ma,Massachusetts,mega-millions,Mega Millions,,historical,commercial/backlink target,88,92,MEDIUM,62,50,73,75.05,HIGH,Tier 2,needs data,needs data,needs data,needs data,needs data,needs data,needs data,needs data,needs Search Console data,monthly_searches|difficulty|cpc|search_console
massachusetts mega millions results,/states/ma/mega-millions,game_family,ma,Massachusetts,mega-millions,Mega Millions,,informational,commercial/backlink target,88,92,MEDIUM,62,50,73,75.05,HIGH,Tier 2,needs data,needs data,needs data,needs data,needs data,needs data,needs data,needs data,needs Search Console data,monthly_searches|difficulty|cpc|search_console
massachusetts mega millions winning numbers,/states/ma/mega-millions,game_family,ma,Massachusetts,mega-millions,Mega Millions,,informational,commercial/backlink target,88,92,MEDIUM,62,50,73,75.05,HIGH,Tier 2,needs data,needs data,needs data,needs data,needs data,needs data,needs data,needs data,needs Search Console data,monthly_searches|difficulty|cpc|search_console
massachusetts powerball past results,/states/ma/powerball,game_family,ma,Massachusetts,powerball,Powerball,,historical,commercial/backlink target,88,92,MEDIUM,62,50,73,75.05,HIGH,Tier 2,needs data,needs data,needs data,needs data,needs data,needs data,needs data,needs data,needs Search Console data,monthly_searches|difficulty|cpc|search_console
massachusetts powerball results,/states/ma/powerball,game_family,ma,Massachusetts,powerball,Powerball,,informational,commercial/backlink target,88,92,MEDIUM,62,50,73,75.05,HIGH,Tier 2,needs data,needs data,needs data,needs data,needs data,needs data,needs data,needs data,needs Search Console data,monthly_searches|difficulty|cpc|search_console
massachusetts powerball winning numbers,/states/ma/powerball,game_family,ma,Massachusetts,powerball,Powerball,,informational,commercial/backlink target,88,92,MEDIUM,62,50,73,75.05,HIGH,Tier 2,needs data,needs data,needs data,needs data,needs data,needs data,needs data,needs data,needs Search Console data,monthly_searches|difficulty|cpc|search_console
mega millions numbers today,/states/az/mega-millions,game_family,az,Arizona,mega-millions,Mega Millions,,informational,commercial/backlink target,88,92,MEDIUM,62,50,73,75.05,HIGH,Tier 2,5000,needs data,0.09-0.60 USD,keyword-planner.csv|keyword-planner.csv,needs data,needs data,needs data,needs data,needs Search Console data,difficulty|search_console
mega millions numbers today,/states/ma/mega-millions,game_family,ma,Massachusetts,mega-millions,Mega Millions,,informational,commercial/backlink target,88,92,MEDIUM,62,50,73,75.05,HIGH,Tier 2,5000,needs data,0.09-0.60 USD,keyword-planner.csv|keyword-planner.csv,needs data,needs data,needs data,needs data,needs Search Console data,difficulty|search_console
mega millions numbers today,/states/md/mega-millions,game_family,md,Maryland,mega-millions,Mega Millions,,informational,commercial/backlink target,88,92,MEDIUM,62,50,73,75.05,HIGH,Tier 2,5000,needs data,0.09-0.60 USD,keyword-planner.csv|keyword-planner.csv,needs data,needs data,needs data,needs data,needs Search Console data,difficulty|search_console
mega millions numbers today,/states/va/mega-millions,game_family,va,Virginia,mega-millions,Mega Millions,,informational,commercial/backlink target,88,92,MEDIUM,62,50,73,75.05,HIGH,Tier 2,5000,needs data,0.09-0.60 USD,keyword-planner.csv|keyword-planner.csv,needs data,needs data,needs data,needs data,needs Search Console data,difficulty|search_console
mega millions numbers today,/states/wa/mega-millions,game_family,wa,Washington,mega-millions,Mega Millions,,informational,commercial/backlink target,88,92,MEDIUM,62,50,73,75.05,HIGH,Tier 2,5000,needs data,0.09-0.60 USD,keyword-planner.csv|keyword-planner.csv,needs data,needs data,needs data,needs data,needs Search Console data,difficulty|search_console
mega millions results,/states/az/mega-millions,game_family,az,Arizona,mega-millions,Mega Millions,,informational,commercial/backlink target,88,92,MEDIUM,62,50,73,75.05,HIGH,Tier 2,50000,needs data,0.13-0.22 USD,keyword-planner.csv|keyword-planner.csv,needs data,needs data,needs data,needs data,needs Search Console data,difficulty|search_console
mega millions results,/states/ma/mega-millions,game_family,ma,Massachusetts,mega-millions,Mega Millions,,informational,commercial/backlink target,88,92,MEDIUM,62,50,73,75.05,HIGH,Tier 2,50000,needs data,0.13-0.22 USD,keyword-planner.csv|keyword-planner.csv,needs data,needs data,needs data,needs data,needs Search Console data,difficulty|search_console
mega millions results,/states/md/mega-millions,game_family,md,Maryland,mega-millions,Mega Millions,,informational,commercial/backlink target,88,92,MEDIUM,62,50,73,75.05,HIGH,Tier 2,50000,needs data,0.13-0.22 USD,keyword-planner.csv|keyword-planner.csv,needs data,needs data,needs data,needs data,needs Search Console data,difficulty|search_console
mega millions results,/states/va/mega-millions,game_family,va,Virginia,mega-millions,Mega Millions,,informational,commercial/backlink target,88,92,MEDIUM,62,50,73,75.05,HIGH,Tier 2,50000,needs data,0.13-0.22 USD,keyword-planner.csv|keyword-planner.csv,needs data,needs data,needs data,needs data,needs Search Console data,difficulty|search_console
mega millions results,/states/wa/mega-millions,game_family,wa,Washington,mega-millions,Mega Millions,,informational,commercial/backlink target,88,92,MEDIUM,62,50,73,75.05,HIGH,Tier 2,50000,needs data,0.13-0.22 USD,keyword-planner.csv|keyword-planner.csv,needs data,needs data,needs data,needs data,needs Search Console data,difficulty|search_console
mega millions winning numbers,/states/az/mega-millions,game_family,az,Arizona,mega-millions,Mega Millions,,informational,commercial/backlink target,88,92,MEDIUM,62,50,73,75.05,HIGH,Tier 2,500000,needs data,0.14-0.50 USD,keyword-planner.csv|keyword-planner.csv,needs data,needs data,needs data,needs data,needs Search Console data,difficulty|search_console
mega millions winning numbers,/states/ma/mega-millions,game_family,ma,Massachusetts,mega-millions,Mega Millions,,informational,commercial/backlink target,88,92,MEDIUM,62,50,73,75.05,HIGH,Tier 2,500000,needs data,0.14-0.50 USD,keyword-planner.csv|keyword-planner.csv,needs data,needs data,needs data,needs data,needs Search Console data,difficulty|search_console
mega millions winning numbers,/states/md/mega-millions,game_family,md,Maryland,mega-millions,Mega Millions,,informational,commercial/backlink target,88,92,MEDIUM,62,50,73,75.05,HIGH,Tier 2,500000,needs data,0.14-0.50 USD,keyword-planner.csv|keyword-planner.csv,needs data,needs data,needs data,needs data,needs Search Console data,difficulty|search_console
mega millions winning numbers,/states/va/mega-millions,game_family,va,Virginia,mega-millions,Mega Millions,,informational,commercial/backlink target,88,92,MEDIUM,62,50,73,75.05,HIGH,Tier 2,500000,needs data,0.14-0.50 USD,keyword-planner.csv|keyword-planner.csv,needs data,needs data,needs data,needs data,needs Search Console data,difficulty|search_console
mega millions winning numbers,/states/wa/mega-millions,game_family,wa,Washington,mega-millions,Mega Millions,,informational,commercial/backlink target,88,92,MEDIUM,62,50,73,75.05,HIGH,Tier 2,500000,needs data,0.14-0.50 USD,keyword-planner.csv|keyword-planner.csv,needs data,needs data,needs data,needs data,needs Search Console data,difficulty|search_console
new jersey lottery games,/states/nj,state,nj,New Jersey,,,,informational,commercial/backlink target,88,92,MEDIUM,62,50,73,75.05,HIGH,Tier 2,needs data,needs data,needs data,needs data,needs data,needs data,needs data,needs data,needs Search Console data,monthly_searches|difficulty|cpc|search_console
new jersey lottery numbers,/states/nj,state,nj,New Jersey,,,,informational,commercial/backlink target,88,92,MEDIUM,62,50,73,75.05,HIGH,Tier 2,needs data,needs data,needs data,needs data,needs data,needs data,needs data,needs data,needs Search Console data,monthly_searches|difficulty|cpc|search_console
new jersey lottery past results,/states/nj,state,nj,New Jersey,,,,historical,commercial/backlink target,88,92,MEDIUM,62,50,73,75.05,HIGH,Tier 2,needs data,needs data,needs data,needs data,needs data,needs data,needs data,needs data,needs Search Console data,monthly_searches|difficulty|cpc|search_console
new jersey lottery results,/states/nj,state,nj,New Jersey,,,,informational,commercial/backlink target,88,92,MEDIUM,62,50,73,75.05,HIGH,Tier 2,needs data,needs data,needs data,needs data,needs data,needs data,needs data,needs data,needs Search Console data,monthly_searches|difficulty|cpc|search_console
new jersey lottery results today,/states/nj,state,nj,New Jersey,,,,informational,commercial/backlink target,88,92,MEDIUM,62,50,73,75.05,HIGH,Tier 2,needs data,needs data,needs data,needs data,needs data,needs data,needs data,needs data,needs Search Console data,monthly_searches|difficulty|cpc|search_console
new jersey winning numbers,/states/nj,state,nj,New Jersey,,,,informational,commercial/backlink target,88,92,MEDIUM,62,50,73,75.05,HIGH,Tier 2,needs data,needs data,needs data,needs data,needs data,needs data,needs data,needs data,needs Search Console data,monthly_searches|difficulty|cpc|search_console
pennsylvania lottery games,/states/pa,state,pa,Pennsylvania,,,,informational,commercial/backlink target,88,92,MEDIUM,62,50,73,75.05,HIGH,Tier 2,needs data,needs data,needs data,needs data,needs data,needs data,needs data,needs data,needs Search Console data,monthly_searches|difficulty|cpc|search_console
pennsylvania lottery numbers,/states/pa,state,pa,Pennsylvania,,,,informational,commercial/backlink target,88,92,MEDIUM,62,50,73,75.05,HIGH,Tier 2,needs data,needs data,needs data,needs data,needs data,needs data,needs data,needs data,needs Search Console data,monthly_searches|difficulty|cpc|search_console
pennsylvania lottery past results,/states/pa,state,pa,Pennsylvania,,,,historical,commercial/backlink target,88,92,MEDIUM,62,50,73,75.05,HIGH,Tier 2,needs data,needs data,needs data,needs data,needs data,needs data,needs data,needs data,needs Search Console data,monthly_searches|difficulty|cpc|search_console
pennsylvania lottery results,/states/pa,state,pa,Pennsylvania,,,,informational,commercial/backlink target,88,92,MEDIUM,62,50,73,75.05,HIGH,Tier 2,needs data,needs data,needs data,needs data,needs data,needs data,needs data,needs data,needs Search Console data,monthly_searches|difficulty|cpc|search_console
pennsylvania lottery results today,/states/pa,state,pa,Pennsylvania,,,,informational,commercial/backlink target,88,92,MEDIUM,62,50,73,75.05,HIGH,Tier 2,needs data,needs data,needs data,needs data,needs data,needs data,needs data,needs data,needs Search Console data,monthly_searches|difficulty|cpc|search_console
